"R0000100","R0536300","R0536401","R1210700","U4329700","U4330000","U4336100","U4336200","U4336300","U4337600","U4337700","U4337800","U4337900","U4338800","U4338900","U4339000","U4339100"
7078,1,12,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7079,2,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7080,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7081,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7082,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7083,2,11,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7084,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7085,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7086,2,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7087,1,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7088,2,6,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7089,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7090,2,7,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7091,2,1,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7092,1,3,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7093,1,11,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7094,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7095,1,1,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7096,2,8,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7097,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7098,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7099,2,3,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7100,1,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7101,1,2,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7102,1,6,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7103,1,4,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7104,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7105,2,10,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7106,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7107,2,4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7108,1,5,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7109,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7110,2,7,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7111,2,7,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7112,2,7,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7113,1,5,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7114,1,12,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7115,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7116,1,9,68,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7117,2,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7118,2,12,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7119,1,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7120,2,1,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7121,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7122,2,11,53,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7123,2,10,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7124,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7125,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7126,1,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7127,1,10,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7128,1,10,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7129,1,10,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7130,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7131,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7132,2,11,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7133,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7134,1,10,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7135,1,11,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7136,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7137,2,3,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7138,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7139,2,4,87,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7140,2,10,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7141,1,3,87,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7142,2,1,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7143,1,12,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7144,2,12,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7145,2,5,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7146,1,10,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7147,2,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7148,2,2,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7149,1,12,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7150,1,8,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7151,2,1,82,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7152,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7153,1,9,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7154,2,9,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7155,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7156,1,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7157,1,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7158,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7159,1,7,32,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7160,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7161,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7162,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7163,1,3,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7164,2,9,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7165,1,3,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7166,2,10,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7167,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7168,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7169,2,5,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7170,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7171,1,10,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7172,2,11,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7173,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7174,1,8,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7175,2,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7176,2,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7177,2,10,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7178,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7179,1,12,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7180,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7181,1,6,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7182,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7183,2,3,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7184,1,4,32,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7185,2,4,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7186,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7187,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7188,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7189,2,8,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7190,1,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7191,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7192,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7193,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7194,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7195,1,4,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7196,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7197,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7198,2,8,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7199,2,2,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7200,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7201,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7202,1,10,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7203,1,12,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7204,2,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7205,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7206,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7207,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7208,2,10,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7209,1,9,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7210,1,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7211,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7212,1,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7213,2,11,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7214,1,3,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7215,2,7,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7216,1,8,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7217,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7218,2,8,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7219,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7220,1,9,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7221,1,2,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7222,1,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7223,1,11,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7224,1,12,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7225,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7226,2,3,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7227,1,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7228,1,5,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7229,1,4,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7230,2,4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7231,1,4,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7232,2,6,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7233,1,10,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7234,1,7,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7235,2,11,99,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7236,2,5,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7237,2,8,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7238,1,11,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7239,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7240,2,10,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7241,2,8,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7242,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7243,2,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7244,2,6,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7245,1,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7246,1,9,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7247,1,8,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7248,1,7,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7249,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7250,1,11,79,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7251,1,11,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7252,1,5,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7253,1,8,94,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7254,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7255,1,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7256,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7257,1,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7258,2,9,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7259,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7260,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7261,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7262,2,5,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7263,2,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7264,2,4,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7265,1,8,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7266,1,1,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7267,1,8,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7268,2,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7269,2,9,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7270,2,9,53,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7271,1,11,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7272,1,6,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7273,2,9,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7274,1,3,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7275,2,2,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7276,1,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7277,1,9,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7278,1,10,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7279,2,10,50,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7280,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7281,2,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7282,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7283,1,12,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7284,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7285,1,5,50,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7286,2,11,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7287,1,10,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7288,1,6,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7289,1,6,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7290,1,7,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7291,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7292,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7293,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7294,2,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7295,2,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7296,2,3,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7297,1,5,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7298,1,3,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7299,1,9,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7300,1,9,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7301,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7302,2,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7303,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7304,2,10,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7305,2,2,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7306,2,3,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7307,1,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7308,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7309,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7310,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7311,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7312,1,6,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7313,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7314,1,2,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7315,1,5,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7316,1,12,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7317,2,10,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7318,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7319,2,12,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7320,1,11,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7321,2,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7322,1,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7323,1,5,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7324,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7325,1,6,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7326,1,9,0,-4,-4,0,-4,-4,-4,0,-4,-4,0,0,-4,-4
7327,2,9,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7328,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7329,2,8,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7330,2,6,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7331,1,6,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7332,1,9,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7333,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7334,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7335,1,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7336,1,12,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7337,1,8,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7338,1,9,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7339,1,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7340,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7341,2,2,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7342,1,8,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7343,1,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7344,2,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7345,1,8,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7346,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7347,1,10,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7348,2,10,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7349,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7350,1,8,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7351,2,4,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7352,1,9,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7353,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7354,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7355,1,7,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7356,1,4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7357,2,3,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7358,1,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7359,2,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7360,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7361,1,10,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7362,1,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7363,1,12,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7364,1,11,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
