"R0000100","R0536300","R0536401","R1210700","U4329700","U4330000","U4336100","U4336200","U4336300","U4337600","U4337700","U4337800","U4337900","U4338800","U4338900","U4339000","U4339100"
2449,1,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2450,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2451,1,7,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2452,2,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2453,1,12,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2454,2,1,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2455,1,8,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2456,2,10,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2457,2,10,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2458,1,1,91,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2459,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2460,1,6,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2461,1,8,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2462,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2463,1,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2464,2,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2465,2,8,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2466,1,1,87,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2467,1,12,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2468,1,9,91,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2469,1,12,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2470,1,11,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2471,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2472,2,8,98,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2473,2,5,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2474,2,1,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2475,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2476,2,4,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2477,1,6,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2478,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2479,1,2,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2480,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2481,1,2,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2482,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2483,1,10,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2484,1,10,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2485,1,3,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2486,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2487,1,6,75,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2488,2,8,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2489,2,8,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2490,1,7,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2491,2,8,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2492,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2493,2,4,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2494,2,2,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2495,2,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2496,1,10,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2497,1,8,91,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2498,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2499,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2500,1,2,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2501,2,8,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2502,2,9,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2503,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2504,2,6,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2505,2,8,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2506,1,9,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2507,1,3,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2508,1,3,79,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2509,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2510,2,5,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2511,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2512,2,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2513,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2514,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2515,1,9,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2516,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2517,1,4,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2518,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2519,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2520,1,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2521,2,12,53,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2522,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2523,1,5,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2524,1,11,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2525,1,7,82,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2526,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2527,1,1,95,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2528,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2529,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2530,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2531,2,1,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2532,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2533,1,1,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2534,1,8,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2535,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2536,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2537,1,2,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2538,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2539,2,3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2540,2,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2541,1,7,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2542,1,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2543,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2544,2,3,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2545,1,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2546,1,10,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2547,2,11,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2548,1,4,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2549,2,2,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2550,2,2,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2551,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2552,1,12,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2553,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2554,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2555,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2556,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2557,2,7,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2558,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2559,2,9,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2560,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2561,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2562,1,8,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2563,1,11,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2564,1,7,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2565,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2566,1,6,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2567,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2568,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2569,1,8,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2570,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2571,2,5,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2572,2,8,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2573,1,11,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2574,1,12,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2575,1,7,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2576,1,3,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2577,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2578,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2579,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2580,2,2,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2581,1,9,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2582,2,7,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2583,2,11,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2584,1,11,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2585,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2586,2,1,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2587,2,12,53,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2588,2,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2589,1,6,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2590,2,10,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2591,1,11,90,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2592,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2593,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2594,1,11,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2595,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2596,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2597,1,2,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2598,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2599,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2600,2,8,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2601,2,8,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2602,1,5,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2603,1,10,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2604,1,12,32,-4,-4,0,0,-4,-4,-4,-4,-4,0,0,-4,-4
2605,1,3,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2606,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2607,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2608,1,4,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2609,1,9,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2610,2,5,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2611,1,12,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2612,2,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,0
2613,1,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2614,1,6,97,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2615,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2616,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2617,2,2,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2618,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2619,2,10,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2620,2,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2621,2,1,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2622,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2623,1,6,47,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2624,1,7,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2625,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2626,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2627,1,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2628,1,10,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2629,1,9,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2630,1,9,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2631,1,7,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2632,2,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2633,1,8,96,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2634,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2635,2,12,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2636,2,5,88,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2637,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2638,2,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2639,2,8,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2640,2,3,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2641,1,8,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2642,2,12,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2643,1,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2644,1,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2645,2,4,58,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2648,1,3,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2649,1,10,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2650,2,5,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2651,1,6,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2652,1,2,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2653,2,12,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2654,2,2,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2655,2,6,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2656,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2657,2,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2658,1,10,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2659,2,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2660,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2661,1,9,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2662,1,4,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2663,2,11,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2664,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2665,1,11,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2666,1,5,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2667,2,6,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2668,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2669,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2670,2,3,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2671,2,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2672,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2673,1,9,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2674,2,6,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2675,2,12,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2676,1,7,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2677,1,5,75,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2678,1,5,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2679,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2680,2,11,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2681,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2682,1,9,87,-4,-4,0,-4,-4,-4,-4,-4,-4,0,-4,-4,-4
2683,1,9,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2684,2,4,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2685,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2686,2,1,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2687,2,10,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2688,1,12,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2689,1,2,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2690,1,3,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2691,2,8,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2692,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2693,1,11,82,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2694,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2695,1,12,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2696,1,9,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2697,1,1,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2698,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2699,2,3,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2700,1,10,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2701,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2702,1,4,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2703,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2704,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2705,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2706,1,1,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2707,2,8,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2708,2,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2709,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2710,1,7,98,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2711,1,4,97,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2712,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2713,1,10,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2714,1,4,99,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2715,1,1,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2716,1,10,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2717,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2718,2,9,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2719,1,9,32,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2720,2,12,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2721,1,8,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2722,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2723,2,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2724,2,6,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2725,2,7,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2726,2,9,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2727,1,12,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2728,1,3,97,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2729,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2730,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2731,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2732,1,11,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2733,1,5,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2734,2,1,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2735,1,11,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2736,1,2,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2737,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
