"E8033100","R0000100","R0536300","R0536401","R0536402","R1210700","R1235800","R1482600","R9829600","U4282400"
3,6715,1,9,1981,55,0,2,-4,-4
0,6716,2,6,1981,95,0,2,-4,-4
0,6717,1,7,1981,0,0,2,-4,-4
0,6718,2,2,1984,1,0,2,-4,-4
0,6719,1,1,1984,12,0,2,-4,-4
1,6720,1,4,1980,-4,0,2,-4,-5
0,6721,2,6,1981,-4,0,2,-4,-4
0,6722,2,9,1980,-4,0,2,-4,-5
1,6723,1,8,1983,4,0,2,-4,-5
4,6724,1,9,1984,0,0,2,-4,-4
0,6725,2,3,1981,0,0,2,28926,-5
0,6726,1,3,1984,61,0,2,-4,-5
0,6727,2,5,1980,-4,0,2,10697,-4
0,6728,1,7,1981,-3,0,2,1908,-4
0,6729,1,11,1984,-3,0,2,40503,-4
0,6730,2,1,1984,91,0,2,15294,-4
0,6731,2,5,1981,-4,0,1,-4,-5
0,6732,1,10,1984,75,0,1,-4,3
0,6733,1,8,1980,-4,0,1,-4,-4
1,6734,1,11,1984,-4,0,2,39763,-4
3,6735,2,12,1981,0,0,2,-4,-4
0,6736,2,11,1984,82,0,2,-5,-5
0,6737,2,4,1982,73,0,2,-4,-5
0,6738,1,12,1980,-4,0,2,94693,-4
1,6739,1,9,1983,50,0,2,-4,-4
0,6740,1,7,1980,-4,0,2,7807,-4
0,6741,2,9,1984,82,0,2,-4,-4
0,6742,1,7,1984,0,0,2,50759,-5
0,6743,1,6,1984,0,0,2,-4,-5
2,6744,1,4,1981,-4,0,2,37171,-4
0,6745,1,4,1983,82,0,2,61337,-5
0,6746,2,1,1984,50,0,2,28521,-4
1,6747,1,4,1980,-4,0,2,42128,-5
1,6748,2,4,1982,55,0,2,14335,-4
0,6749,2,6,1983,81,0,2,45629,-4
0,6750,2,1,1981,-4,0,2,-4,-4
0,6751,2,3,1983,-3,0,2,-4,-4
0,6752,2,7,1980,-4,0,2,62376,-4
2,6753,2,10,1984,90,0,2,64801,-4
0,6754,2,9,1981,-4,0,2,12094,-4
0,6755,1,1,1984,95,0,2,-4,-4
0,6756,2,4,1984,0,0,2,67911,-4
0,6757,2,6,1984,-3,0,2,72309,-4
0,6758,1,10,1981,79,0,2,21584,-5
0,6759,1,1,1980,-4,0,2,85403,-4
0,6760,2,10,1981,-4,0,2,67835,-4
8,6761,1,1,1983,0,0,2,1606,-5
2,6762,1,6,1983,16,0,2,14038,-4
0,6763,2,4,1982,2,0,2,-4,-4
0,6764,1,6,1980,-4,0,2,-4,-5
0,6765,2,4,1984,61,0,2,52127,-4
0,6766,2,7,1980,-4,0,2,23896,4
0,6767,1,4,1983,-3,0,2,27267,-4
0,6768,1,9,1984,13,0,2,4003,-4
0,6769,2,7,1980,-4,0,2,-4,-4
0,6770,1,6,1983,63,0,2,56012,-4
0,6771,2,12,1980,-4,0,2,31005,-4
0,6772,1,5,1983,12,0,2,19418,-4
0,6773,1,4,1984,61,0,2,45352,-4
0,6774,2,8,1984,75,0,2,31139,-4
0,6775,2,7,1982,0,0,2,7612,-5
0,6776,2,11,1981,-4,0,2,52456,-4
0,6777,2,7,1983,42,0,2,27137,-4
0,6778,1,9,1984,25,0,2,21800,-5
0,6779,1,1,1982,5,0,2,42659,-4
14,6780,1,12,1983,18,0,2,14161,-4
0,6781,2,9,1981,0,0,2,-4,-4
0,6782,2,9,1984,0,0,2,-4,-4
0,6783,1,9,1980,2,0,2,12255,-4
0,6784,1,1,1984,21,0,2,7661,-4
0,6785,2,2,1981,7,0,2,33079,-4
0,6786,2,10,1982,12,0,2,25409,-4
0,6787,1,3,1984,2,0,2,5045,-5
3,6788,2,7,1981,4,0,2,7030,-4
2,6789,1,4,1984,6,0,2,10728,-5
21,6790,1,2,1984,2,0,2,280,-4
1,6791,2,10,1982,5,0,2,30673,-4
0,6792,1,7,1984,0,0,2,19718,-4
0,6793,2,11,1981,-4,0,2,10760,-4
0,6794,2,5,1981,-4,0,2,25883,-4
0,6795,2,4,1984,39,0,2,42918,-4
0,6796,1,6,1984,39,0,2,11219,-4
1,6797,1,12,1982,2,0,1,9396,-4
0,6798,1,9,1982,5,0,1,39812,-4
2,6799,2,3,1981,8,0,2,-4,-4
0,6800,1,5,1984,21,0,2,-4,-4
0,6801,2,11,1984,-3,0,2,-4,-4
0,6802,1,6,1981,47,0,2,-4,-5
2,6803,2,6,1981,-4,0,2,42886,-4
0,6804,1,4,1984,16,0,2,2606,-4
0,6805,2,6,1982,37,0,2,28282,-4
1,6806,1,2,1981,-4,0,2,72751,-4
0,6807,2,12,1984,37,0,2,16275,-4
0,6808,2,9,1980,9,0,2,18883,-4
0,6809,2,3,1984,25,0,2,48727,-4
0,6810,2,4,1980,-4,0,2,10555,-4
0,6811,2,1,1984,5,0,2,12629,-4
0,6812,1,9,1981,-4,0,2,13709,-4
0,6813,2,9,1984,25,0,2,23316,-4
0,6814,1,11,1981,0,0,2,-4,-5
0,6815,2,2,1981,-4,0,1,51239,-4
1,6816,1,11,1982,79,0,1,12148,-4
0,6817,2,8,1981,-4,0,2,622,-4
0,6818,2,3,1980,-4,0,2,5559,-4
0,6819,1,11,1981,-4,0,2,47618,-5
0,6820,2,6,1983,84,0,2,-4,-4
0,6821,2,8,1982,8,0,2,25852,-4
0,6822,2,10,1984,37,0,2,841,-4
0,6823,2,10,1982,19,0,2,13665,-4
0,6824,1,2,1981,-4,0,2,76679,-4
0,6825,2,10,1983,34,0,2,7911,-4
0,6826,1,1,1983,50,0,2,46868,-4
16,6827,1,9,1980,-4,0,2,25105,-4
1,6828,1,9,1981,-4,0,2,75903,5
0,6829,2,11,1983,77,0,2,30639,-4
2,6830,1,4,1982,77,0,2,-4,-4
0,6831,2,10,1984,25,0,2,-4,-4
0,6832,2,1,1980,-4,0,2,14368,-4
4,6833,1,12,1980,-4,0,1,-4,-2
0,6834,2,2,1983,16,0,1,-4,-4
0,6835,2,2,1983,3,0,1,37230,-4
0,6836,1,11,1982,-3,0,1,-4,-4
0,6837,1,1,1982,25,0,1,-4,-5
0,6838,2,2,1981,-4,0,1,48315,-4
0,6839,2,1,1980,-4,0,1,14654,-5
0,6840,2,5,1981,13,0,1,6144,-5
2,6841,1,5,1982,90,0,2,51930,-4
0,6842,2,5,1984,92,0,2,53114,-4
0,6843,1,1,1980,37,0,1,-4,-5
10,6844,1,9,1983,0,0,1,684,-4
0,6845,1,9,1980,-4,0,2,14102,-5
0,6846,1,2,1984,2,0,1,15157,-4
0,6847,1,2,1984,1,0,1,9426,-4
0,6848,1,1,1982,12,0,2,-4,-5
0,6849,2,5,1980,-4,0,2,69573,-5
1,6850,1,2,1984,14,0,2,13673,-4
0,6851,2,9,1982,2,0,2,10565,-4
1,6852,2,7,1984,32,0,2,21942,-4
0,6853,1,8,1984,4,0,2,-5,-5
0,6854,1,10,1983,6,0,2,-4,-5
0,6855,2,9,1982,9,0,2,-4,-5
0,6856,1,5,1982,63,0,2,6529,-5
0,6857,2,11,1981,-4,0,2,59540,-5
0,6858,2,7,1983,81,0,2,34910,-5
1,6859,1,3,1982,8,0,2,77512,-4
0,6860,1,1,1984,92,0,2,51461,-4
0,6861,1,1,1981,-4,0,2,72896,-4
0,6862,1,2,1984,95,0,2,65666,-5
8,6863,1,4,1981,-4,0,1,3520,-4
0,6864,2,11,1980,-4,0,1,37770,5
3,6865,1,12,1982,82,0,1,64898,-5
0,6866,2,8,1980,-4,0,1,79836,-4
2,6867,1,1,1984,4,0,1,27214,-4
0,6868,2,11,1980,-4,0,1,56047,-5
0,6869,2,2,1980,-4,0,1,21261,-4
1,6870,1,12,1982,4,0,1,8391,-5
1,6871,1,3,1984,53,0,1,17602,-4
5,6872,1,8,1982,5,0,1,4495,-4
3,6873,1,8,1982,7,0,1,8070,-4
5,6874,2,7,1981,-4,0,1,59699,-4
2,6875,1,2,1984,3,0,1,7135,-4
2,6876,1,12,1982,73,0,1,30420,-4
0,6877,1,8,1980,-4,0,1,-4,-5
0,6878,1,3,1981,-4,0,1,-5,-4
20,6879,1,11,1980,-4,0,1,40611,-4
9,6880,2,6,1982,23,0,1,16070,-4
1,6881,2,1,1982,16,0,1,20991,-4
0,6882,2,2,1983,23,0,1,33495,-4
4,6883,2,7,1984,1,0,1,14826,2
0,6884,2,11,1980,-4,0,1,15498,-5
0,6885,2,11,1980,-4,0,1,15030,-4
3,6886,1,1,1981,-4,0,1,43520,-5
1,6887,1,5,1984,5,0,1,16169,-5
0,6888,1,10,1981,-4,0,1,59096,-5
0,6889,2,4,1984,70,0,1,59311,-4
0,6890,2,10,1983,66,0,1,31626,-4
1,6891,2,10,1983,58,0,1,20729,-4
2,6892,1,12,1982,3,0,1,-4,-4
2,6893,2,6,1980,-4,0,1,21836,-4
1,6894,1,2,1984,3,0,1,20693,-4
0,6895,2,3,1980,-4,0,1,28229,-4
0,6896,2,8,1981,-4,0,1,9279,-4
1,6897,2,8,1983,25,0,1,45856,-5
0,6898,2,9,1984,66,0,1,42752,-4
3,6899,1,8,1982,53,0,1,19343,-5
0,6900,2,12,1980,-4,0,1,25261,-4
2,6901,1,1,1980,-4,0,1,54060,-4
0,6902,2,4,1980,-4,0,1,41983,-5
2,6903,2,11,1981,3,0,1,-4,-4
0,6904,1,1,1981,75,0,1,29738,-4
1,6905,2,8,1984,39,0,1,29342,-4
3,6906,2,1,1984,23,0,1,14491,-4
0,6907,1,12,1982,-4,0,2,-5,4
0,6908,2,8,1981,8,0,2,-4,-5
0,6909,2,12,1983,53,0,1,-5,4
0,6910,1,11,1980,-4,0,2,33969,-4
1,6911,1,5,1983,37,0,2,48502,-4
9,6912,1,8,1983,16,0,2,27822,-4
0,6913,2,2,1983,63,0,2,16979,-4
1,6914,2,7,1980,-4,0,2,33373,-4
0,6915,1,6,1981,18,0,2,31938,-5
0,6916,2,8,1981,8,0,2,15553,-4
0,6917,2,8,1980,-4,0,1,31674,-4
11,6918,1,10,1981,7,0,1,6285,-4
0,6919,2,1,1981,0,0,1,-4,-5
2,6920,2,9,1982,8,0,1,24322,-5
0,6921,2,7,1980,-4,0,1,6900,-4
8,6922,1,4,1982,8,0,1,3612,-5
0,6923,2,2,1982,87,0,1,-4,-5
0,6924,2,1,1983,0,0,1,23361,-4
0,6925,2,5,1982,-3,0,2,-4,-4
4,6926,1,3,1984,-3,0,2,-4,-5
1,6927,1,2,1983,18,0,2,-4,-4
0,6928,1,12,1981,6,0,1,8074,-4
25,6929,1,10,1984,5,0,1,7710,-5
0,6930,2,7,1982,-4,0,2,-4,-4
0,6931,2,12,1984,42,0,2,-4,-4
0,6932,1,10,1982,-3,0,2,-4,-4
0,6933,2,10,1981,-4,0,2,6173,-4
0,6934,1,3,1981,13,0,2,4929,-5
0,6935,2,8,1984,39,0,2,14416,-5
0,6936,2,12,1983,10,0,2,9357,-4
0,6937,2,11,1983,4,0,2,8567,-5
2,6938,2,5,1984,47,0,2,34612,-4
15,6939,1,4,1981,-4,0,2,44077,-4
0,6940,1,11,1983,91,0,2,55357,-4
1,6941,1,6,1984,73,0,2,45543,-5
0,6942,1,11,1980,-4,0,2,36052,-4
0,6943,1,11,1981,-4,0,2,37891,-4
0,6944,2,3,1982,55,0,2,44208,-4
0,6945,2,2,1983,63,0,2,47114,-4
0,6946,2,7,1981,-4,0,1,14507,2
0,6947,2,8,1982,-4,0,1,-4,-5
1,6948,2,7,1982,-3,0,1,-5,-4
0,6949,2,8,1980,-4,0,1,-4,-4
0,6950,1,7,1980,-4,0,1,23708,-4
0,6951,2,8,1980,-4,0,1,29050,-4
0,6952,2,12,1983,68,0,1,37098,-4
0,6953,2,4,1984,73,0,1,-5,-4
0,6954,1,11,1982,5,0,1,30288,-4
0,6956,2,12,1983,97,0,1,99220,-4
0,6957,1,10,1981,1,0,1,5265,-5
4,6958,1,1,1983,5,0,1,-4,-5
0,6959,1,9,1982,-4,0,1,-4,-4
1,6960,1,8,1981,-4,0,1,-4,-4
1,6961,1,12,1984,1,0,1,25915,-4
0,6962,2,3,1981,-4,0,1,30713,-5
1,6963,1,4,1981,-4,0,1,-4,-4
0,6964,2,1,1984,63,0,1,-4,-4
0,6965,2,7,1984,-3,0,1,14679,-4
0,6966,1,11,1984,39,0,1,64323,-4
0,6967,2,4,1983,5,0,1,45099,-4
2,6968,1,6,1981,-4,0,1,-5,-5
2,6969,1,7,1981,14,0,1,7138,-4
2,6970,1,6,1983,5,0,1,-4,-4
0,6971,2,1,1982,4,0,2,-4,-4
0,6972,2,10,1984,92,0,2,-4,-5
1,6973,1,1,1981,-4,0,1,45769,-5
0,6974,1,5,1984,70,0,1,45046,-4
1,6975,1,6,1984,37,0,1,36782,-4
0,6976,2,5,1980,-4,0,2,6021,-4
13,6977,1,7,1982,66,0,2,10103,-4
0,6978,2,6,1984,81,0,2,7393,-4
1,6979,1,6,1981,39,0,1,-4,-4
0,6980,2,6,1984,81,0,2,16951,-4
0,6981,2,10,1983,98,0,2,9797,-4
0,6982,1,7,1984,50,0,2,2354,-5
4,6983,1,8,1980,-3,0,2,-4,-4
0,6984,1,3,1981,-4,0,2,-5,-4
0,6985,2,6,1983,25,0,2,15469,-4
0,6986,2,10,1984,53,0,2,43394,-4
0,6987,2,9,1980,55,0,1,19016,-4
0,6988,1,12,1981,-4,0,2,60980,-4
1,6989,2,3,1981,-3,0,1,46797,-4
2,6990,1,4,1982,-3,0,1,11865,-4
0,6991,2,8,1984,-3,0,1,10892,-4
0,6992,1,7,1982,63,0,1,13250,-5
0,6993,1,7,1980,-4,0,2,62218,-4
0,6994,1,5,1983,12,0,2,13497,-4
2,6995,1,7,1983,2,0,2,10487,-5
0,6996,2,4,1982,79,0,2,46134,-4
1,6997,1,6,1982,4,0,2,4215,-4
0,6998,2,10,1983,-3,0,2,70945,-5
0,6999,1,2,1982,-4,0,2,-5,-5
0,7000,2,8,1984,47,0,2,-5,-4
0,7001,1,8,1981,5,0,2,-5,-4
1,7002,1,11,1984,47,0,1,29024,-4
0,7003,2,1,1984,18,0,1,-4,-4
0,7004,2,4,1982,-3,0,1,31194,-4
3,7005,1,6,1983,81,0,1,-4,-2
0,7006,2,12,1980,2,0,1,10557,-4
0,7007,2,12,1983,86,0,1,40193,-5
0,7008,1,9,1982,58,0,2,-5,-4
1,7009,1,4,1983,-3,0,2,19689,-5
0,7010,2,11,1980,-4,0,2,63760,-4
0,7011,2,9,1983,-3,0,2,51448,-4
1,7012,2,10,1981,94,0,2,72405,-4
2,7013,2,3,1982,95,0,1,77187,-4
1,7014,2,10,1980,-4,0,1,14639,-4
2,7015,1,5,1983,70,0,1,13052,-4
4,7016,1,5,1981,0,0,2,1251,-4
0,7017,2,2,1981,-4,0,1,20361,-4
0,7018,2,1,1981,-4,0,2,-4,-2
7,7019,1,8,1982,27,0,2,19192,-4
0,7020,1,4,1980,-4,0,1,-4,-4
0,7021,2,12,1980,-4,0,1,19016,-4
0,7022,1,2,1982,-4,0,1,19615,-4
0,7023,1,11,1981,-3,0,2,1239,-5
0,7024,2,2,1981,21,0,1,-4,-4
15,7025,1,8,1982,2,0,1,-4,-5
0,7026,2,9,1982,93,0,1,62088,-4
4,7027,1,1,1981,8,0,2,2850,-4
0,7028,1,9,1981,63,0,2,44835,-4
1,7029,1,9,1980,-4,0,1,11830,-5
6,7030,1,9,1981,-4,0,1,33469,-4
0,7031,1,8,1983,0,0,1,937,-4
0,7032,2,6,1981,-4,0,2,66701,-4
0,7033,1,10,1984,9,0,2,-4,-5
0,7034,2,1,1981,7,0,1,-5,-5
0,7035,2,6,1982,55,0,1,34075,-5
1,7036,2,1,1984,25,0,1,58462,-4
0,7037,2,2,1980,-4,0,1,19590,-4
0,7038,2,4,1983,27,0,1,67272,-4
0,7039,1,7,1983,13,0,1,25811,3
1,7040,1,9,1984,-3,0,1,5880,-5
0,7041,2,7,1982,92,0,3,84295,-5
0,7042,2,1,1981,-4,0,1,-4,-4
2,7043,1,2,1983,16,0,1,21030,-5
1,7044,1,9,1982,0,0,1,41089,-4
0,7045,1,1,1982,-4,0,1,-4,-4
1,7046,1,8,1982,32,0,1,48915,-4
16,7047,1,6,1982,5,0,1,20822,-4
0,7048,2,6,1980,-4,0,1,21955,-4
6,7049,1,6,1981,5,0,1,11898,-4
0,7050,2,3,1980,-4,0,1,-4,-4
0,7051,1,4,1980,-4,0,1,77934,-5
0,7052,1,1,1982,88,0,1,73939,-1
0,7053,2,12,1981,-4,0,1,90668,-4
0,7054,2,6,1980,-4,0,1,-4,-5
0,7055,1,10,1981,-4,0,2,35495,-4
0,7056,1,8,1983,66,0,2,37031,-4
1,7057,2,1,1980,-4,0,1,10209,-4
0,7058,2,1,1981,-4,0,2,82480,-4
0,7059,2,8,1983,21,0,1,26518,-4
0,7060,2,5,1983,42,0,2,71995,-5
0,7061,1,9,1980,-4,0,2,68315,-4
0,7062,1,4,1981,-4,0,1,78714,-5
0,7063,2,12,1983,53,0,1,73717,-5
0,7064,2,4,1981,-4,0,2,63583,-4
0,7065,1,9,1982,-3,0,1,4204,-4
2,7066,2,12,1980,-4,0,1,43598,-4
4,7067,1,5,1981,5,0,1,1097,-4
1,7068,1,5,1981,13,0,1,3678,-4
0,7069,2,7,1981,-4,0,2,95414,5
0,7070,2,6,1983,63,0,1,10988,5
7,7071,1,11,1981,-4,0,1,-4,-5
0,7072,2,1,1982,21,0,2,1028,-4
0,7073,2,3,1982,34,0,2,20381,-4
0,7074,1,12,1984,6,0,2,37911,-5
0,7075,2,1,1983,-3,0,2,14863,-4
1,7076,1,2,1980,-4,0,2,17527,-4
1,7077,1,10,1980,3,0,2,10684,-4
4,7078,1,12,1983,88,0,2,49206,-4
0,7079,2,4,1980,-3,0,2,6163,-4
0,7080,1,2,1981,-4,0,2,83005,-4
0,7081,2,2,1981,-4,0,2,41789,-4
0,7082,2,10,1980,-4,0,2,50570,-4
0,7083,2,11,1982,42,0,2,39667,-4
0,7084,2,7,1981,-4,0,2,-4,-4
1,7085,1,9,1981,-4,0,2,25269,-5
0,7086,2,1,1980,-4,0,2,23980,-5
0,7087,1,7,1981,-3,0,2,-4,-4
0,7088,2,6,1982,55,0,2,68766,-5
0,7089,2,4,1981,-4,0,1,68722,-4
0,7090,2,7,1982,82,0,1,69563,-4
0,7091,2,1,1984,39,0,1,14359,-4
0,7092,1,3,1984,55,0,1,43288,-4
0,7093,1,11,1984,34,0,1,-4,-4
0,7094,2,1,1980,-4,0,1,-5,-4
0,7095,1,1,1984,95,0,1,67766,-4
0,7096,2,8,1983,84,0,1,72274,-4
4,7097,1,7,1983,95,0,1,55319,-4
2,7098,2,11,1981,-4,0,1,86122,-4
1,7099,2,3,1982,88,0,1,-4,1
1,7100,1,11,1984,0,0,1,-4,-4
0,7101,1,2,1982,53,0,1,62259,-4
0,7102,1,6,1983,42,0,2,22860,-4
4,7103,1,4,1982,32,0,2,31345,-4
24,7104,1,4,1980,-4,0,1,-4,-4
0,7105,2,10,1984,92,0,1,61716,-4
1,7106,2,6,1980,-4,0,1,7043,-4
0,7107,2,4,1982,14,0,1,53927,-4
0,7108,1,5,1983,93,0,1,85207,-4
0,7109,1,7,1980,-4,0,1,12025,-4
0,7110,2,7,1982,58,0,1,21670,-4
0,7111,2,7,1981,45,0,1,16849,-4
0,7112,2,7,1984,7,0,1,5745,-5
1,7113,1,5,1984,55,0,1,8912,-4
0,7114,1,12,1982,23,0,1,7563,-5
1,7115,1,1,1983,2,0,1,10823,-4
2,7116,1,9,1984,68,0,1,23034,-5
0,7117,2,2,1984,5,0,1,18524,-4
0,7118,2,12,1983,70,0,1,-4,-5
3,7119,1,4,1982,2,0,1,-4,-4
0,7120,2,1,1983,84,0,1,65853,-4
0,7121,2,7,1980,-4,0,1,24568,-4
0,7122,2,11,1983,53,0,1,-5,-5
0,7123,2,10,1984,2,0,2,6920,-4
0,7124,2,6,1981,-4,0,1,72164,-4
0,7125,2,12,1981,-4,0,1,-4,-4
8,7126,1,3,1983,4,0,1,3123,-5
0,7127,1,10,1982,5,0,1,13540,-5
0,7128,1,10,1984,4,0,1,6431,-5
7,7129,1,10,1984,0,0,2,-4,-4
0,7130,1,1,1980,-4,0,2,-4,-4
0,7131,1,7,1980,-4,0,2,-4,-4
0,7132,2,11,1981,81,0,2,33686,-4
0,7133,2,4,1982,-4,0,2,15949,-4
4,7134,1,10,1981,86,0,2,19986,-4
0,7135,1,11,1982,34,0,2,66068,-4
0,7136,2,1,1980,-4,0,2,-4,-4
0,7137,2,3,1983,8,0,2,-4,-4
13,7138,1,2,1980,-4,0,2,29979,-5
0,7139,2,4,1981,87,0,2,31309,-5
0,7140,2,10,1983,92,0,2,47248,-4
3,7141,1,3,1980,87,0,2,8196,-5
0,7142,2,1,1984,66,0,2,12517,-4
0,7143,1,12,1983,-3,0,2,42392,-5
0,7144,2,12,1983,81,0,2,10273,-4
1,7145,2,5,1982,66,0,2,27786,-4
1,7146,1,10,1983,70,0,2,6493,-4
0,7147,2,10,1980,-4,0,2,-4,-5
0,7148,2,2,1983,96,0,2,81960,-4
0,7149,1,12,1980,84,0,2,19129,-4
4,7150,1,8,1982,66,0,2,27511,-4
0,7151,2,1,1983,82,0,2,26419,-5
0,7152,2,1,1980,-4,0,2,11733,-4
12,7153,1,9,1981,18,0,2,49003,-4
0,7154,2,9,1981,9,0,2,11986,-4
0,7155,1,8,1980,-4,0,2,92679,-4
31,7156,1,11,1981,0,0,1,-5,-4
1,7157,1,7,1984,10,0,1,-5,-4
0,7158,2,9,1981,-4,0,2,38718,-4
1,7159,1,7,1983,32,0,2,15360,-5
3,7160,1,9,1981,-4,0,2,-4,-4
0,7161,2,4,1981,-4,0,2,22241,-5
0,7162,2,1,1981,-4,0,2,33901,-4
1,7163,1,3,1983,87,0,2,74940,-4
1,7164,2,9,1982,30,0,2,39338,-4
8,7165,1,3,1982,18,0,2,-4,-5
0,7166,2,10,1984,39,0,2,14343,-4
4,7167,1,2,1980,-4,0,2,11987,-4
0,7168,1,4,1980,-4,0,2,50692,-4
0,7169,2,5,1983,14,0,2,19830,-4
0,7170,1,1,1980,-4,0,2,53445,-4
0,7171,1,10,1982,87,0,2,24878,-4
0,7172,2,11,1983,5,0,2,9940,-2
0,7173,2,6,1980,-4,0,2,-4,-4
0,7174,1,8,1984,92,0,2,83453,-4
0,7175,2,7,1980,-4,0,1,56277,-5
0,7176,2,2,1983,1,0,1,17910,-5
0,7177,2,10,1982,34,0,2,71261,-4
0,7178,2,2,1984,1,0,2,2270,-4
0,7179,1,12,1981,9,0,2,8896,-4
0,7180,2,3,1980,-4,0,1,-4,-4
0,7181,1,6,1982,93,0,1,-4,-4
0,7182,2,2,1980,-4,0,1,-5,-4
0,7183,2,3,1982,84,0,1,-4,-4
0,7184,1,4,1984,32,0,1,63692,-5
1,7185,2,4,1984,39,0,2,22989,-4
1,7186,1,6,1981,-4,0,1,59360,-4
1,7187,2,10,1980,-4,0,2,75597,-4
0,7188,2,6,1980,-4,0,1,16364,-4
0,7189,2,8,1982,8,0,2,-4,-5
0,7190,1,11,1980,-4,0,2,53481,-4
4,7191,1,2,1980,-4,0,2,64735,-4
2,7192,2,2,1980,-4,0,2,42657,-4
0,7193,1,5,1980,-4,0,2,73245,-4
0,7194,2,4,1981,-4,0,2,37027,-4
0,7195,1,4,1983,27,0,2,30298,-4
0,7196,1,3,1980,-4,0,2,30864,-4
0,7197,1,2,1981,-4,0,2,54440,-4
1,7198,2,8,1982,37,0,2,65084,-4
0,7199,2,2,1984,32,0,2,48837,-4
0,7200,2,5,1981,-4,0,2,56556,-4
1,7201,1,5,1981,-4,0,2,37943,-4
4,7202,1,10,1983,42,0,2,16506,-4
9,7203,1,12,1984,0,0,2,-4,-4
1,7204,2,5,1980,-4,0,2,33884,-5
1,7205,1,1,1982,-4,0,2,-4,-4
0,7206,1,6,1982,-4,0,2,96437,-4
0,7207,1,3,1981,-4,0,2,-5,-4
0,7208,2,10,1982,8,0,2,19203,-4
1,7209,1,9,1984,-3,0,2,52899,-4
0,7210,1,2,1982,10,0,2,41365,-4
0,7211,2,8,1981,-4,0,2,-5,-4
0,7212,1,4,1983,2,0,2,-4,-4
0,7213,2,11,1982,53,0,2,56420,-4
0,7214,1,3,1984,-3,0,2,-5,-4
0,7215,2,7,1983,45,0,1,-4,-4
0,7216,1,8,1983,68,0,1,-4,-4
0,7217,2,4,1981,-4,0,1,-4,-4
0,7218,2,8,1980,0,0,1,-4,-4
4,7219,1,8,1980,-4,0,1,43852,-4
4,7220,1,9,1983,88,0,2,50643,-4
0,7221,1,2,1983,32,0,1,-4,-4
0,7222,1,6,1980,-4,0,2,79338,-5
0,7223,1,11,1982,23,0,2,72074,-5
0,7224,1,12,1981,73,0,1,49956,-4
0,7225,1,10,1980,-4,0,2,80527,-4
0,7226,2,3,1984,13,0,2,29003,-4
0,7227,1,11,1980,0,0,2,6921,-4
1,7228,1,5,1982,81,0,2,-4,-4
5,7229,1,4,1983,53,0,2,24998,-4
3,7230,2,4,1980,0,0,1,1179,-4
8,7231,1,4,1980,-3,0,1,-4,-5
1,7232,2,6,1981,21,0,1,5118,-4
10,7233,1,10,1982,1,0,1,1134,-4
11,7234,1,7,1984,0,0,1,19855,-5
0,7235,2,11,1984,99,0,1,-4,-4
7,7236,2,5,1983,27,0,1,18833,-5
1,7237,2,8,1981,2,0,2,-4,-5
2,7238,1,11,1980,-4,0,2,-5,-5
0,7239,1,2,1981,-4,0,2,-4,-4
1,7240,2,10,1980,3,0,2,18243,-4
0,7241,2,8,1983,16,0,2,-4,-4
1,7242,1,3,1981,-4,0,2,22547,-4
0,7243,2,2,1981,5,0,2,30575,-4
0,7244,2,6,1984,47,0,2,41393,-4
14,7245,1,1,1980,0,0,1,-4,-4
2,7246,1,9,1981,13,0,1,16452,-4
3,7247,1,8,1984,8,0,1,13148,-5
6,7248,1,7,1984,9,0,1,5113,-4
4,7249,1,10,1980,-4,0,1,4523,-5
4,7250,1,11,1981,79,0,1,-4,-5
3,7251,1,11,1981,30,0,1,7606,-1
0,7252,1,5,1984,32,0,1,61554,-4
2,7253,1,8,1983,94,0,1,-4,1
0,7254,1,4,1980,-4,0,2,23479,-4
0,7255,1,2,1983,10,0,2,31063,-5
6,7256,1,7,1980,-4,0,1,-4,-4
6,7257,1,12,1981,-4,0,1,61468,-4
1,7258,2,9,1982,68,0,1,-4,-4
1,7259,1,4,1982,-4,0,1,41587,-4
1,7260,1,4,1980,-4,0,2,11621,-4
0,7261,1,6,1984,-4,0,2,19964,-4
0,7262,2,5,1984,13,0,2,-4,-4
2,7263,2,6,1980,16,0,1,-4,-4
1,7264,2,4,1981,30,0,1,-4,-4
3,7265,1,8,1982,63,0,1,-4,-4
0,7266,1,1,1983,45,0,1,4526,3
0,7267,1,8,1983,5,0,1,3397,-4
0,7268,2,2,1982,5,0,1,1646,-4
0,7269,2,9,1983,25,0,1,10343,-4
0,7270,2,9,1983,53,0,1,54711,-5
0,7271,1,11,1984,19,0,1,5939,-4
1,7272,1,6,1983,21,0,1,27405,-4
5,7273,2,9,1981,0,0,1,23724,-4
0,7274,1,3,1982,18,0,1,4528,-4
0,7275,2,2,1984,30,0,1,37492,-4
0,7276,1,5,1982,1,0,1,5725,-4
0,7277,1,9,1983,25,0,1,28191,-4
0,7278,1,10,1983,53,0,1,16630,-4
0,7279,2,10,1982,50,0,1,61833,-5
7,7280,1,2,1982,-4,0,1,-4,-5
0,7281,2,1,1984,3,0,1,-4,-4
1,7282,1,1,1981,2,0,1,277,-4
2,7283,1,12,1981,0,0,1,573,-5
0,7284,2,7,1980,-4,0,2,-4,-4
0,7285,1,5,1984,50,0,1,38998,-5
0,7286,2,11,1983,50,0,1,-4,-4
2,7287,1,10,1981,3,0,1,-4,-5
0,7288,1,6,1984,21,0,1,36939,-4
