"E8033100","R0000100","R0536300","R0536401","R0536402","R1210700","R1235800","R1482600","R9829600","U4282400"
0,2525,1,7,1984,82,1,4,59939,-5
0,2526,1,2,1981,-4,1,4,85565,-5
0,2527,1,1,1982,95,1,4,97445,-5
0,2528,2,9,1981,-4,1,4,61330,-4
0,2529,2,2,1981,-4,1,4,70381,3
0,2530,1,10,1980,-4,1,4,60071,-4
0,2531,2,1,1982,88,1,4,63621,-4
0,2532,2,3,1980,-4,1,4,-5,-4
7,2533,1,1,1982,32,1,4,-4,-4
10,2534,1,8,1983,79,1,4,-4,-4
1,2535,1,8,1981,-4,1,4,6735,-4
3,2536,1,8,1981,-4,1,4,40246,-4
0,2537,1,2,1983,87,1,4,-4,-4
0,2538,2,4,1980,-4,1,4,-4,-4
0,2539,2,3,1983,-3,1,4,-5,-5
0,2540,2,5,1982,-4,1,4,-4,-5
0,2541,1,7,1984,92,1,4,-4,-4
1,2542,1,3,1981,-4,1,4,66111,-5
0,2543,2,12,1980,-4,1,4,92358,-4
0,2544,2,3,1983,91,1,4,79727,-4
0,2545,1,1,1981,8,1,4,10623,-4
0,2546,1,10,1981,34,1,4,-4,-4
0,2547,2,11,1981,1,1,4,-4,-4
2,2548,1,4,1984,82,1,4,-4,-4
0,2549,2,2,1983,25,1,4,21349,-4
0,2550,2,2,1983,18,1,4,48309,-4
0,2551,2,10,1981,-4,1,4,31981,-4
1,2552,1,12,1984,88,1,4,92368,-4
0,2553,2,4,1980,-4,1,4,30062,-4
0,2554,2,8,1981,-4,1,4,-4,-4
0,2555,2,4,1981,-4,1,4,43118,-5
0,2556,2,4,1980,-4,1,2,57771,-5
0,2557,2,7,1984,81,1,4,97197,-4
7,2558,1,1,1981,-4,1,4,90668,-4
0,2559,2,9,1983,12,1,4,33975,-5
0,2560,1,4,1980,-4,1,4,51359,-4
0,2561,2,4,1980,-4,1,4,36511,-4
1,2562,1,8,1983,95,1,4,80262,-4
0,2563,1,11,1983,70,1,4,53705,-4
0,2564,1,7,1984,75,1,4,74898,-4
0,2565,2,9,1981,-4,1,4,-4,-4
0,2566,1,6,1984,-3,1,4,-4,-4
0,2567,2,2,1980,-4,1,4,74584,-4
8,2568,1,3,1980,-4,1,4,52400,-4
0,2569,1,8,1982,92,1,4,79806,-4
0,2570,2,7,1981,-4,1,4,32920,4
0,2571,2,5,1984,55,1,4,31842,-4
0,2572,2,8,1982,16,1,4,50160,-4
0,2573,1,11,1983,86,1,4,66086,-4
0,2574,1,12,1981,21,1,4,14925,-4
0,2575,1,7,1981,81,1,4,92395,-4
0,2576,1,3,1983,86,1,4,78656,-5
0,2577,2,9,1980,-4,1,4,59442,-4
0,2578,1,2,1980,-4,1,4,92062,-5
0,2579,2,4,1980,-4,1,4,90565,-4
0,2580,2,2,1982,86,1,4,69858,-4
0,2581,1,9,1983,93,1,4,91153,-4
0,2582,2,7,1982,61,1,4,46703,-4
0,2583,2,11,1982,75,1,4,71858,-4
0,2584,1,11,1983,61,1,4,43085,-4
0,2585,1,7,1980,-4,1,4,-4,-4
5,2586,2,1,1984,42,1,4,28718,-4
0,2587,2,12,1983,53,1,4,58553,-5
0,2588,2,1,1983,8,1,4,-4,-5
4,2589,1,6,1982,70,1,4,72559,-4
0,2590,2,10,1981,63,1,4,16489,-4
1,2591,1,11,1981,90,1,4,68426,-5
0,2592,2,2,1981,-4,1,4,81580,-4
0,2593,1,7,1984,95,1,4,97527,-4
6,2594,1,11,1983,6,1,4,98329,-4
3,2595,1,5,1980,-4,1,4,56381,-4
0,2596,1,7,1980,-4,1,4,80291,-4
0,2597,1,2,1983,68,1,4,71091,-4
1,2598,1,1,1981,-4,1,4,67622,-5
0,2599,2,1,1981,-4,1,4,34136,-4
0,2600,2,8,1982,86,1,4,47771,-4
0,2601,2,8,1981,86,1,4,46487,-4
2,2602,1,5,1982,16,1,1,2669,-4
5,2603,1,10,1983,91,1,4,87654,-4
4,2604,1,12,1983,32,1,4,-4,-4
0,2605,1,3,1983,27,1,4,24519,-5
0,2606,1,4,1980,-4,1,4,77680,-4
0,2607,2,4,1981,-4,1,4,63868,-4
0,2608,1,4,1984,73,1,4,47848,-4
0,2609,1,9,1982,84,1,4,33425,-4
0,2610,2,5,1982,90,1,4,58065,-4
7,2611,1,12,1981,84,1,4,79232,-4
9,2612,2,4,1984,-3,1,4,55870,-4
1,2613,1,3,1981,-4,1,4,67230,-5
0,2614,1,6,1983,97,1,4,90532,-4
0,2615,1,2,1981,-4,1,4,74656,-4
0,2616,1,4,1981,-4,1,4,99610,-4
0,2617,2,2,1984,23,1,4,47398,-5
2,2618,1,7,1983,95,1,4,97655,-4
1,2619,2,10,1981,63,1,4,63736,-4
0,2620,2,1,1981,-4,1,4,53477,-5
0,2621,2,1,1983,32,1,4,66594,-4
1,2622,1,3,1981,-4,1,4,46535,-4
0,2623,1,6,1984,47,1,4,32670,-5
0,2624,1,7,1981,86,1,4,77697,-4
0,2625,2,7,1980,-4,1,4,65526,-4
0,2626,2,8,1981,-4,1,4,72399,-4
1,2627,1,3,1982,2,1,4,4947,-4
0,2628,1,10,1982,87,1,4,47030,-4
0,2629,1,9,1982,66,1,4,28505,-5
0,2630,1,9,1982,9,1,4,14356,-4
5,2631,1,7,1984,30,1,4,47147,-4
4,2632,2,5,1983,1,1,4,-4,-4
1,2633,1,8,1983,96,1,4,-5,-5
0,2634,2,5,1980,-4,1,4,52211,-4
0,2635,2,12,1982,86,1,4,87933,-4
0,2636,2,5,1984,88,1,4,81216,-5
0,2637,1,5,1981,-4,1,4,92056,-4
0,2638,2,10,1980,-4,1,4,97088,-5
1,2639,2,8,1980,-4,1,4,80730,-5
0,2640,2,3,1984,91,1,4,90584,-4
36,2641,1,8,1981,3,1,4,4503,-5
0,2642,2,12,1982,66,1,4,63501,-5
12,2643,1,2,1982,4,1,4,23119,-4
1,2644,1,1,1984,-3,1,4,32398,-5
8,2645,2,4,1984,58,1,3,52838,-5
0,2648,1,3,1982,8,1,4,11875,-5
7,2649,1,10,1984,14,1,4,1105,-4
0,2650,2,5,1984,10,1,4,14569,-5
14,2651,1,6,1983,4,1,4,30895,-5
3,2652,1,2,1983,86,1,4,66244,-4
12,2653,2,12,1980,2,1,4,7219,-4
0,2654,2,2,1983,32,1,4,37460,-4
0,2655,2,6,1984,63,1,4,57303,-4
14,2656,2,7,1981,-4,1,4,30231,-4
1,2657,2,6,1982,10,1,4,20999,-4
0,2658,1,10,1981,79,1,4,88685,-4
0,2659,2,5,1981,-4,1,4,77132,-5
1,2660,1,1,1980,-4,1,4,35953,-5
1,2661,1,9,1982,73,1,4,62480,-4
0,2662,1,4,1982,87,1,4,74288,-4
0,2663,2,11,1981,84,1,4,54941,-4
0,2664,2,5,1981,-4,1,4,39869,-4
2,2665,1,11,1983,42,1,4,43724,-4
5,2666,1,5,1983,21,1,4,39081,-4
0,2667,2,6,1984,93,1,4,96950,-5
2,2668,1,9,1980,-4,1,4,71591,-4
0,2669,2,6,1981,-4,1,4,55339,-4
0,2670,2,3,1983,93,1,4,97936,-4
0,2671,2,3,1980,-4,1,4,36892,-5
0,2672,2,11,1980,-4,1,4,78768,-4
0,2673,1,9,1983,86,1,4,64023,-4
0,2674,2,6,1982,84,1,4,66562,-4
0,2675,2,12,1984,70,1,4,41484,-4
0,2676,1,7,1984,88,1,4,79314,-4
0,2677,1,5,1982,75,1,4,47798,-5
0,2678,1,5,1984,25,1,4,38690,-5
0,2679,2,1,1980,-4,1,4,47703,-4
0,2680,2,11,1981,82,1,4,99697,-4
0,2681,2,7,1981,-4,1,4,98421,-4
5,2682,1,9,1983,87,1,1,74239,-4
2,2683,1,9,1983,37,1,1,26253,-4
0,2684,2,4,1982,37,1,4,22660,-4
0,2685,2,3,1980,-4,1,4,51055,-4
0,2686,2,1,1983,55,1,4,60541,-5
0,2687,2,10,1983,55,1,4,66928,-4
12,2688,1,12,1980,70,1,4,37468,-4
1,2689,1,2,1982,87,1,4,47308,-4
0,2690,1,3,1983,21,1,4,6831,-5
2,2691,2,8,1982,10,1,4,22588,-4
0,2692,1,2,1980,-4,1,4,25206,-5
1,2693,1,11,1981,82,1,4,49724,-5
9,2694,1,1,1980,-4,1,4,-4,-4
12,2695,1,12,1981,2,1,4,7758,-4
4,2696,1,9,1983,23,1,4,35373,-4
7,2697,1,1,1980,-4,1,4,28805,-4
0,2698,2,6,1981,-4,1,4,66501,-4
0,2699,2,3,1982,90,1,4,94181,-4
0,2700,1,10,1984,93,1,4,72445,-4
1,2701,1,1,1980,-4,1,4,89196,-5
2,2702,1,4,1983,79,1,4,58603,-4
0,2703,1,8,1980,-4,1,4,59023,-4
2,2704,1,4,1980,-4,1,4,9825,-4
0,2705,2,8,1980,-4,1,4,30501,-4
17,2706,1,1,1982,81,1,4,54035,-4
0,2707,2,8,1983,66,1,4,46710,-4
0,2708,2,7,1984,95,1,4,92658,-4
0,2709,2,5,1981,-4,1,4,99236,-4
0,2710,1,7,1983,98,1,4,100000,-4
0,2711,1,4,1983,97,1,4,97690,-5
0,2712,2,2,1983,3,1,4,4156,-4
2,2713,1,10,1984,7,1,4,6086,-4
0,2714,1,4,1984,99,1,4,99012,-5
0,2715,1,1,1981,19,1,4,6446,-4
0,2716,1,10,1983,50,1,1,80121,-4
0,2717,2,10,1980,-4,1,1,9130,-4
0,2718,2,9,1983,2,1,1,8859,-4
5,2719,1,9,1984,32,1,1,11434,-5
1,2720,2,12,1980,-4,1,1,17973,-5
1,2721,1,8,1982,37,1,1,9223,-4
0,2722,2,4,1981,-4,1,1,31176,-4
3,2723,2,12,1984,-3,1,1,13060,-4
0,2724,2,6,1982,10,1,1,13750,-4
0,2725,2,7,1982,84,1,4,81490,-4
0,2726,2,9,1981,86,1,4,95001,-5
0,2727,1,12,1982,86,1,2,66812,-4
0,2728,1,3,1984,97,1,4,-4,-4
1,2729,2,1,1980,-4,1,4,631,-4
0,2730,1,4,1980,-4,1,4,91806,-4
0,2731,1,7,1982,95,1,4,97433,-4
1,2732,1,11,1983,95,1,4,70407,-4
1,2733,1,5,1982,86,1,4,69750,-4
0,2734,2,1,1983,82,1,4,94333,-4
1,2735,1,11,1984,12,1,2,19952,-4
0,2736,1,2,1984,70,1,4,18834,-4
0,2737,1,4,1981,-4,1,4,79494,-4
0,2738,1,9,1982,79,1,4,77092,-4
0,2739,2,1,1980,-4,1,4,45145,-4
0,2740,2,9,1980,-4,1,4,22495,-5
4,2741,1,1,1981,-4,1,4,36224,-4
0,2742,1,12,1981,5,1,4,51882,-5
0,2743,1,12,1981,55,1,4,30544,-5
0,2744,2,3,1980,-4,1,4,18264,-4
1,2745,2,6,1984,12,1,4,-4,-4
0,2746,2,10,1983,32,1,2,56258,-5
1,2747,1,3,1980,-4,1,4,31976,-5
0,2748,2,12,1984,66,1,4,-4,-5
0,2749,2,5,1980,-4,1,4,38287,-4
0,2750,2,11,1981,42,1,4,54296,-4
0,2751,2,12,1984,70,1,4,75291,-4
2,2752,1,7,1981,19,1,4,28709,-4
0,2753,1,11,1982,25,1,4,48465,-4
0,2754,2,1,1982,79,1,4,83923,-4
1,2755,1,5,1984,87,1,4,78416,-4
1,2756,1,8,1983,91,1,4,92833,-4
0,2757,2,4,1984,99,1,4,94897,-4
0,2758,1,8,1980,-4,1,4,86272,-4
1,2759,1,11,1982,45,1,4,19597,-4
2,2760,2,4,1981,1,1,4,11202,-4
0,2761,1,1,1982,86,1,4,61233,-4
1,2762,1,3,1981,-4,1,4,68397,-4
0,2763,2,8,1984,23,1,4,42996,-4
1,2764,2,10,1984,94,1,1,88455,-4
0,2765,1,6,1982,42,1,4,67580,-4
10,2766,1,4,1983,50,1,4,11802,-4
6,2767,2,7,1980,-4,1,4,41538,-4
0,2768,2,10,1982,95,1,4,91993,-4
0,2769,2,1,1981,-4,1,4,45173,-5
0,2770,2,12,1980,-4,1,4,70408,-5
0,2771,2,4,1980,-4,1,4,47508,-5
0,2772,2,11,1982,87,1,4,81475,-5
4,2773,1,8,1981,-4,1,4,-4,-5
5,2774,1,3,1983,70,1,4,-5,-5
0,2775,1,8,1982,13,1,4,85580,-4
0,2776,1,5,1984,61,1,4,68704,-4
0,2777,2,5,1981,90,1,4,75553,-4
0,2778,1,1,1983,19,1,4,97072,-4
0,2779,1,8,1981,93,1,4,93516,-4
0,2780,2,2,1984,82,1,4,-4,-4
0,2781,2,3,1980,-4,1,4,48893,-4
0,2782,2,5,1980,-4,1,4,87405,-4
0,2783,2,6,1980,-4,1,4,-4,-4
0,2784,2,4,1980,-4,1,4,38702,-4
0,2785,2,1,1983,32,1,4,36595,-4
0,2786,1,9,1983,18,1,4,-4,5
0,2787,2,2,1981,-4,1,4,97208,-4
1,2788,1,7,1983,86,1,4,86885,-4
2,2789,1,4,1982,77,1,4,-4,-4
0,2790,1,1,1980,-4,1,4,-4,-4
0,2791,1,10,1982,86,1,4,85451,-4
0,2792,2,5,1984,95,1,4,96142,-5
0,2793,2,12,1983,79,1,4,57829,-4
0,2794,1,5,1981,86,1,4,-4,-4
0,2795,1,5,1981,-4,1,4,-4,-4
0,2796,2,4,1984,82,1,4,-4,-5
0,2797,2,12,1980,-4,1,4,80893,-5
8,2798,1,10,1983,68,1,4,21624,-4
11,2799,1,8,1980,-4,1,1,79651,-4
9,2800,1,11,1981,25,1,1,23132,-4
0,2801,2,3,1983,87,1,4,87998,-4
0,2802,2,12,1982,61,1,4,50436,-4
0,2803,2,12,1980,-4,1,4,48056,-5
0,2804,2,6,1982,90,1,4,43479,-5
0,2805,2,10,1982,70,1,4,60566,-4
0,2806,2,1,1982,82,1,4,85134,-4
0,2807,1,1,1984,94,1,4,67574,-4
1,2808,1,5,1983,86,1,4,-4,-5
5,2809,2,5,1981,18,1,1,20392,-4
0,2810,1,3,1983,34,1,1,19638,-4
0,2811,2,10,1984,58,1,1,-4,-4
0,2812,2,1,1981,-4,1,4,66849,-4
1,2813,1,8,1982,84,1,1,66652,-4
20,2814,1,7,1980,-3,1,1,1008,-5
0,2815,2,6,1983,4,1,1,1602,-4
1,2816,2,7,1984,16,1,1,4148,-4
0,2817,2,4,1982,21,1,4,54189,-5
0,2818,2,1,1984,91,1,4,94594,-5
5,2819,1,3,1981,-4,1,1,37760,-4
0,2820,2,1,1983,87,1,1,80738,-4
0,2821,2,9,1981,32,1,1,1523,-5
5,2822,1,11,1982,7,1,1,-4,-4
0,2823,1,4,1980,-4,1,1,-4,-5
1,2824,2,8,1980,-4,1,1,18646,-4
3,2825,1,4,1982,0,1,1,3338,-4
2,2826,2,1,1984,5,1,1,4301,-4
0,2827,2,11,1982,-3,1,1,-4,-4
1,2828,2,12,1982,21,1,1,48789,-4
0,2829,1,9,1980,-4,1,4,53488,-4
0,2830,1,9,1982,96,1,1,-5,-5
0,2831,1,6,1980,-4,1,4,-5,-4
0,2832,2,4,1982,-4,1,4,-4,-4
0,2833,1,5,1983,92,1,4,87070,-4
0,2834,2,3,1984,70,1,4,-4,-5
13,2835,1,8,1981,39,1,4,52189,-4
2,2836,2,4,1980,-4,1,1,16513,-4
0,2837,2,4,1980,-4,1,1,54625,-5
0,2838,2,6,1982,-4,1,1,-4,-5
2,2839,2,8,1981,50,1,4,64788,-4
0,2840,2,12,1983,79,1,4,64150,-4
0,2841,2,9,1983,91,1,4,-4,-4
1,2842,2,3,1981,-4,1,4,-4,-4
0,2843,2,5,1980,-4,1,4,70320,-5
0,2844,2,4,1984,94,1,4,69919,-5
0,2845,2,12,1982,75,1,4,42019,-4
1,2846,1,9,1982,58,1,4,-4,4
14,2847,2,7,1984,53,1,4,-4,-4
1,2848,2,11,1980,-4,1,4,61463,-4
12,2849,2,3,1982,1,1,4,-4,-4
0,2850,1,2,1980,-4,1,4,-4,-5
3,2851,1,12,1983,77,1,4,53033,-4
0,2852,2,10,1983,-3,1,4,-5,-5
8,2853,2,12,1981,45,1,4,33867,-4
2,2854,1,8,1983,16,1,4,52855,-4
1,2855,2,8,1980,-4,1,4,-4,-5
0,2856,2,12,1983,70,1,4,-4,-4
0,2857,1,9,1981,-4,1,4,-5,-5
0,2858,1,1,1981,-4,1,4,70024,-4
0,2859,2,3,1983,55,1,4,61633,-4
7,2860,1,9,1980,0,1,4,9578,-4
2,2861,2,7,1982,0,1,4,3174,-4
25,2862,1,11,1981,79,1,4,64682,-5
4,2863,1,10,1983,39,1,4,22475,-5
17,2864,2,2,1982,42,1,4,28905,-4
7,2865,2,11,1984,58,1,4,34734,-4
0,2866,1,1,1981,-4,1,4,39414,-4
0,2867,1,5,1984,0,1,4,2213,-4
3,2868,1,11,1981,82,1,4,-4,-4
0,2869,2,6,1980,-4,1,4,97007,-4
0,2870,2,12,1983,79,1,4,72318,-4
0,2871,1,8,1981,-4,1,4,55390,-4
1,2872,1,12,1982,50,1,4,31601,-5
0,2873,1,4,1980,-4,1,4,94819,-4
0,2874,1,6,1981,-4,1,4,100000,-4
0,2875,1,11,1980,-4,1,4,87645,-5
1,2876,1,8,1980,-4,1,4,100000,-4
0,2877,2,1,1983,86,1,4,85901,-4
0,2878,2,1,1980,-4,1,4,38257,-5
0,2879,2,8,1981,-4,1,4,82492,-5
0,2880,1,12,1984,77,1,4,55597,-4
1,2881,1,11,1981,81,1,4,95952,-5
0,2882,1,6,1981,63,1,4,-4,-4
0,2883,1,10,1983,79,1,4,68930,-4
0,2884,1,11,1983,66,1,4,57113,-4
7,2885,2,12,1981,10,1,4,30229,-5
1,2886,1,2,1984,77,1,1,48068,-4
0,2887,2,12,1982,10,1,1,44725,-4
0,2888,1,5,1984,97,1,4,91731,-5
0,2889,2,9,1980,-4,1,4,46880,-5
0,2890,1,7,1982,5,1,4,44386,-5
0,2891,1,10,1984,45,1,4,18284,-4
0,2892,2,4,1981,-4,1,4,-5,-4
1,2893,1,10,1982,30,1,4,-4,-5
0,2894,2,6,1980,-4,1,4,93976,-4
1,2895,1,11,1982,6,1,3,8676,-4
0,2896,1,11,1980,-4,1,4,57305,-5
2,2897,1,12,1982,42,1,4,10200,-1
0,2898,1,8,1983,93,1,4,85189,-4
0,2899,1,3,1981,-4,1,4,26323,-5
4,2900,1,11,1981,81,1,4,71105,-4
2,2901,1,4,1983,45,1,4,60001,-5
0,2902,2,7,1983,68,1,4,65820,-5
0,2903,2,11,1983,12,1,2,-4,-4
10,2904,1,9,1980,8,1,4,20439,-4
0,2905,2,8,1983,98,1,4,98369,-4
0,2906,1,10,1984,96,1,4,74931,-4
0,2907,1,4,1980,-4,1,4,67914,-4
0,2908,1,5,1983,82,1,4,62433,-4
2,2909,2,12,1983,6,1,4,27453,-4
0,2910,1,2,1980,-4,1,1,93256,-4
15,2911,1,5,1980,-4,1,4,28553,-4
0,2912,2,2,1983,93,1,4,38834,-4
0,2913,2,2,1983,87,1,4,40805,-4
0,2914,2,5,1981,-4,1,4,44781,-4
0,2915,1,11,1980,-4,1,1,56898,-4
0,2916,1,9,1981,-4,1,4,72091,-5
0,2917,1,4,1982,79,1,4,69045,-5
0,2918,1,8,1982,92,1,4,91789,-5
0,2919,1,9,1984,73,1,4,57730,-5
1,2920,1,3,1982,79,1,4,-4,-4
7,2921,1,1,1982,70,1,4,33656,-4
0,2922,2,6,1983,0,1,4,55392,-4
2,2923,1,10,1984,21,1,4,17059,-5
0,2924,2,9,1982,-4,1,4,76380,-4
0,2925,1,11,1983,-3,1,4,15733,-4
0,2926,1,1,1982,42,1,4,62016,-4
1,2927,2,1,1982,2,1,4,13293,-4
0,2928,2,9,1980,-4,1,4,52636,-5
0,2929,2,5,1982,34,1,4,61129,-5
1,2930,1,6,1983,84,1,4,49980,-4
0,2931,1,9,1980,-4,1,2,-4,-4
0,2932,2,6,1981,-4,1,4,46679,-4
0,2933,2,9,1982,77,1,4,55883,-4
0,2934,2,8,1980,-4,1,4,31098,-4
2,2935,2,12,1983,16,1,4,-4,-4
0,2936,2,2,1983,3,1,4,10162,-4
0,2937,2,10,1984,91,1,4,77605,-4
0,2938,1,11,1980,-4,1,4,99608,-4
0,2939,1,8,1983,95,1,4,91499,-1
0,2940,2,2,1980,-4,1,4,19232,-4
0,2941,1,10,1983,87,1,4,76618,-4
0,2942,2,6,1981,86,1,4,78515,-4
0,2943,2,2,1984,34,1,4,20987,-4
0,2944,2,1,1984,86,1,4,76961,-5
0,2945,1,6,1981,84,1,4,85093,-4
0,2946,2,10,1983,81,1,4,63473,-4
4,2947,1,12,1983,34,1,4,17531,-4
4,2948,2,12,1983,55,1,4,38181,-5
0,2949,1,4,1980,-4,1,4,31485,-4
0,2950,1,2,1981,-4,1,4,79761,-4
0,2951,1,9,1983,75,1,4,71565,-4
0,2952,2,9,1983,88,1,4,87994,-5
0,2953,2,8,1982,7,1,1,24060,-4
0,2954,1,8,1982,32,1,1,26258,-4
1,2955,1,11,1984,1,1,4,8169,-4
0,2956,2,2,1981,-4,1,4,-5,-5
0,2957,1,9,1981,81,1,4,76169,-4
0,2958,2,12,1981,34,1,4,44544,-4
0,2959,1,1,1981,1,1,1,4452,-4
7,2960,1,8,1983,66,1,2,-5,-5
0,2961,2,3,1980,-4,1,1,10601,-4
0,2962,2,9,1981,30,1,1,-4,-4
0,2963,1,12,1983,32,1,4,36431,-5
0,2964,1,2,1980,-4,1,4,-5,-5
0,2965,1,1,1984,87,1,4,69272,-4
0,2966,2,9,1983,0,1,2,1784,-4
2,2967,1,8,1984,2,1,4,18914,-5
2,2968,1,5,1984,32,1,4,26368,-4
0,2969,1,9,1984,61,1,4,54747,-5
14,2970,2,4,1982,77,1,4,78325,-5
0,2971,1,2,1980,-4,1,2,27488,-5
2,2972,1,8,1982,5,1,4,23729,-4
0,2973,1,4,1981,-4,1,4,-5,-5
0,2974,2,6,1984,55,1,4,-5,-5
1,2975,1,10,1981,-4,1,4,69409,-5
0,2976,1,9,1983,96,1,4,69353,-4
0,2977,1,10,1980,73,1,4,32258,-4
0,2978,1,6,1981,77,1,4,46282,-4
0,2979,1,4,1982,81,1,4,39677,-5
0,2980,1,1,1980,-4,1,4,67110,-4
0,2981,1,11,1982,97,1,4,99515,-4
1,2982,2,6,1982,88,1,4,86691,-4
0,2983,1,9,1980,-4,1,4,35961,-5
0,2984,1,5,1981,-4,1,4,42451,-4
0,2985,2,11,1982,88,1,4,80569,-4
0,2986,2,4,1981,-4,1,4,89758,-4
0,2987,2,3,1984,68,1,4,83087,-4
2,2988,1,1,1983,90,1,4,77463,-4
0,2989,2,3,1983,95,1,4,53800,-4
0,2990,1,6,1982,90,1,4,85945,-4
0,2991,2,4,1981,-4,1,4,51697,-4
0,2992,1,7,1980,-4,1,4,94782,-4
1,2993,1,6,1984,96,1,4,97787,-4
5,2994,1,5,1980,-4,1,4,18870,-4
0,2995,1,8,1983,87,1,4,90479,-4
6,2996,1,11,1980,-4,1,1,5626,-4
0,2997,2,6,1980,-4,1,4,91391,-5
0,2998,2,9,1981,-4,1,4,39356,-4
1,2999,1,3,1983,1,1,1,-4,-5
0,3000,2,6,1981,-4,1,4,-5,-5
2,3001,1,9,1984,77,1,4,69747,-5
4,3002,2,1,1980,-4,1,4,61807,-4
7,3003,1,3,1982,23,1,4,43199,-4
0,3004,1,8,1982,96,1,4,85240,-4
0,3005,2,9,1984,97,1,4,71083,-4
0,3006,2,8,1981,88,1,4,43391,-4
0,3007,2,5,1983,37,1,4,50387,-4
0,3008,1,3,1983,87,1,2,12070,-4
0,3009,2,7,1981,73,1,4,76476,-4
0,3010,2,9,1982,92,1,4,-4,-4
1,3011,1,1,1984,96,1,4,-4,-4
0,3012,2,11,1982,90,1,4,82528,-4
0,3013,2,9,1982,37,1,4,44044,-4
0,3014,2,7,1980,-4,1,4,40705,-4
0,3015,1,7,1983,92,1,4,63572,-4
2,3016,1,11,1984,93,1,4,84611,-4
0,3017,2,2,1984,47,1,4,62077,-4
0,3018,2,10,1982,0,1,4,7706,-4
0,3019,1,6,1981,-4,1,4,87382,-5
0,3020,1,12,1982,61,1,4,18904,-5
0,3021,2,12,1980,-4,1,4,85023,-4
0,3022,2,3,1983,91,1,4,97424,-4
0,3023,2,7,1980,-4,1,4,64698,-5
0,3024,1,6,1983,81,1,4,22289,-4
0,3025,2,4,1983,91,1,4,72639,-4
1,3026,2,8,1983,70,1,4,11857,5
1,3027,1,5,1984,93,1,4,80350,-4
0,3028,2,10,1983,6,1,4,11128,-4
0,3029,2,9,1980,-4,1,4,35549,-4
0,3030,2,1,1982,13,1,4,45699,-4
0,3031,2,11,1982,66,1,4,60920,-4
0,3032,1,6,1983,-3,1,4,41937,-4
3,3033,1,11,1984,-3,1,4,513,-4
0,3034,1,8,1984,73,1,4,31324,-5
6,3035,1,5,1981,3,1,4,8449,-5
0,3036,1,4,1982,-3,1,2,-4,-5
0,3037,2,10,1984,-3,1,2,38465,-4
0,3038,1,2,1981,-4,1,4,96007,-4
0,3039,2,9,1982,55,1,4,68699,-4
0,3040,2,7,1982,82,1,3,79452,-4
0,3041,2,2,1984,88,1,3,56644,-4
1,3042,1,11,1980,53,1,4,60500,-4
0,3043,1,8,1984,30,1,4,67871,-4
15,3044,1,8,1983,12,1,1,-4,-5
0,3045,2,6,1984,42,1,4,47417,-4
0,3046,2,4,1980,-4,1,1,11812,-4
0,3047,2,4,1982,88,1,4,94347,-4
1,3048,1,9,1980,-4,1,4,49691,-5
0,3049,2,4,1982,68,1,4,87781,-5
0,3050,2,1,1984,70,1,4,74363,-5
0,3051,2,1,1983,91,1,4,87294,-4
0,3052,2,1,1980,-4,1,4,42899,-4
0,3053,1,11,1982,42,1,4,74425,-5
0,3054,2,4,1981,18,1,4,9473,-5
2,3055,1,7,1982,79,1,4,39081,-4
8,3056,1,6,1981,13,1,4,14785,-4
1,3057,1,7,1984,30,1,4,43733,-4
0,3058,1,8,1984,53,1,4,-4,-5
0,3059,1,6,1982,91,1,4,73934,-4
0,3060,2,3,1980,-4,1,4,27095,-4
2,3061,1,12,1981,30,1,4,27696,-5
0,3062,2,6,1982,2,1,4,37190,-4
0,3063,1,3,1982,50,1,4,24107,-5
0,3064,1,3,1984,86,1,4,66240,4
1,3065,1,5,1981,3,1,4,6849,-4
0,3066,2,12,1982,18,1,4,32662,-4
0,3067,2,9,1980,-4,1,4,96045,-4
0,3068,1,5,1983,27,1,4,46865,-4
0,3069,1,10,1980,-4,1,4,-4,-4
0,3070,2,3,1982,16,1,4,28542,-4
0,3071,2,5,1980,-4,1,4,99131,-5
2,3072,1,1,1983,86,1,4,90605,-4
0,3073,2,7,1980,-4,1,4,95182,-4
0,3074,1,1,1983,70,1,4,75222,-4
1,3075,1,4,1982,30,1,4,35779,-5
0,3076,1,6,1982,92,1,2,85574,-4
1,3077,1,10,1984,96,1,4,71146,-4
0,3078,2,2,1983,0,1,1,-4,-4
0,3079,2,2,1982,25,1,4,79945,-4
1,3080,1,9,1983,0,1,4,5799,-4
0,3081,2,7,1980,-4,1,4,60684,-5
0,3082,1,12,1984,73,1,4,57944,-5
2,3083,2,10,1983,45,1,4,58936,-5
0,3084,1,11,1980,-4,1,4,99166,-4
0,3085,2,3,1983,88,1,4,79022,-5
0,3086,2,12,1983,42,1,4,61093,-4
0,3087,2,10,1983,63,1,4,71257,-4
0,3088,1,7,1982,81,1,4,-4,-4
0,3089,1,4,1980,-4,1,4,64993,-4
0,3090,1,6,1980,-4,1,4,39975,-4
1,3091,1,11,1984,91,1,4,62720,-4
0,3092,1,10,1982,88,1,4,68898,-5
0,3093,2,3,1982,93,1,4,89040,-4
0,3094,1,10,1980,-4,1,4,-4,-4
8,3095,1,11,1982,30,1,4,-4,-4
0,3096,2,4,1983,-3,1,4,-4,-4
1,3097,1,9,1981,3,1,4,27442,-4
0,3098,1,3,1984,0,1,4,5653,-4
0,3099,2,10,1982,55,1,4,69261,-4
